content,score
eror pembayaran gopay,1
aplikasi ini sangat membantu kita belanja online sangat cepat sekali pengirimanmya,5
"Aplikasi sampah. makin kesini makin maksa biar gabung dgn tiktok. mending kalau praktis, ribet sue. jualan disini dah gak bikin nyaman.",1
lambat,1
DANA REFUND SAYA MAU KAPAN DI KEMBALIKAN MIN? SAYA UDH HUBUNGI CUSTOMER SERVICE TOKOPEDIA GA DI BALES,1
mahal tidak ada promo sekalipun,1
sangat membantu,5
👍👍👍👍😁,5
"maaf saya kasih bintang 3 dulu soalnya untuk expedisi lama banget, saya mohon untuk bisa di sediakan fitur penilaian untuk expedisi agar pelanggan puas , jangan hanya toko aja yg di beri penilaian",3
🙏,5
proses cepat memuaskan,5
keren lu,5
"kenapa limit gopay pinjam saya tidak kembali sama sekali, padahal sudah rutin bayar",5
belanja di Tokopedia praktis bangett,5
puzzle silit,1
slow respon Tokopedia carenya,1
dana refund saya belum di terima padahal sudah melewati batas waktu yang di tentukan oleh pihak tokopedia sendiri.2 minggu dari pengajuan masih aja molor waktu kayak orang di tagih hutang.padahal di platform lain 3x24 jam udah di kembalikan dananya.sangat mengecewakan.,1
lambatt,1
"untuk pemesanan yg dibatalkan, tidak ada pengembalian dana. dan aplikasi perlu banyak perbaikan. dan tidak seharusnya aplikasi mengakses data pribadi pengguna. terimakasih",1
"hati hati sekarang di tokopedia banyaj seller penipuan, apalgi yg pakai gopaylater,bisa terkuras,dan tokopedia jelek dalam hal penanganan komplain dari pembeli,lebih banyak dari menguntungkan seller seller penipuan,hati hati belanja di tokopedia,mending di shopee,banyak promo dan gratis ongkir, tinggal kan tokopedia pilih yg lain.",1
"belum ada Spesial belanja ditoped harga barang tinggi tdk seperti dishopee event giveaway settingan semua hanya orang kampung aja yg yakin benar,begitu juga yg ada dimediasosial giveaway event kode promo UNTUNGBERKAH settingan admin lebay kurang pinter profesional yg dikatakan publik jakarta sekitarnya, seharusnya jujur sistem acak random lebih real adil untuk mencari pemenang bukan loee pilih sendiri min lebay 🙈pantas byk grub wa apartemen /pd tak percy even loe 👎tdk rekomendasi",1
"Chat cs via aplikasi lama banget respon nya udah sejam lebih belum di respon, mana lagi urgent lagi, payah banget pelayanan nya.",1
sangat memudahkan dalam berbelanja,5
Membantu perbelanjaan,5
uang ku balikin masa cs nya slow respon bgt minta tolong refund uangnya masa sudah melebihi batas waktu blm balik balik uangnya jumlahnya lumayan lho gimna kebijak annya klu tidak di kembalikan hari ini saya laporin ke polisi,1
andalan,5
sangat membantu,5
"Payah, pengguna lama jarang dikasih promo",5
"algoritma pencarian produk di toko seller sdh normal lagi skarang, tapi utk forum diskusi knpa msh dihilangkan, padahal sudah bagus ada forum diskusi umum, jdi ga perlu chat seller lagi ketika pertanyaan sdh ada di forum diskusi.",4
"fitur mudah , program tepat, jual beli jd asyik.",5
belanja cepat & hemat,5
Beli online di Tokopedia biar ga ribet...ada kesalahan di penjual...pembelinya yang disuruh ribet...,1
baik dàn amanah,5
"dr sekian bnyak jasa jual beli online yg udah sya coba,hnya Tokopedia yang bermasalah.masak kok sekelas Tokopedia memberikan izin penipu buat buka lapak di sini.kmrn sya kena tipu psen mamy Poko yg dtang mlah casing hp.sya chat penjual gk da respon,sya chat pihak ToPed udah sya jalankan arahan plih kurir buat retur sya tunggu kurir ternyata GK bisa,tp dr pihak ToPed bukan ksi rekomendasi lg kurir lain mlah sya sruh krim manual dgn ongkir sya dlu.sya korbannya sya yg repot, tp mereka lepas tangan",1
"refund dana gak di balikin.. pesanan paket banyak yang stuck status GK update"" solusi nya buntu",1
tap lasssh,4
cepat dan mudah mencari barang,5
ada Toko penipu tapi tidak ada tindaklanjut dr Pihak tokopedianya,2
"ada kendala di pembelian namun CS tidak respon, mending beli di online shop sebelah",1
pelayanan produknya sangat bagus dan bero,5
mayan lah,4
enak lah,5
Terimakasih atas respon anda tentang permhon kami Toko Pedia adalah satu2nya tempat belanja online andalan kami semoga Toko Pedia tetap jaya,5
Ribetttt kurang lengkap nyusahin konsumen menu transaksi dll,1
lumayan,4
payah tokopedia pelit diskon,2
belanjaa,5
"Setiap Cashback skr masuknya ke opsi bonus, giliran mau checkout bonus malah gak bisa digunakan, bagaimana aturannya ini cashback bonus cuma bisa dipakai untuk produk yang sudah ditentukan sedang produknya gak lengkap dan terbatas gak ada yang match ada expirednya pula, sebenernya TokPed niat gak sih ngasih seneng ke Customernya? percuma ada Cashback yg masuk ke opsi bonus tapi gak bisa dipake disetiap transaksi. Tolong sampaikan ke pihak Management berlakukan bonus utk semua pembelian produk.",4
Tokopedia mantap pengiriman nya juga cepet,5
"tokped selama ini bagus dan saya puas tapi kenapa bisa kerjasama dengan SAPX paket saya ga sampe sampe membuat saya kecewa,semoga jadi perhatian nanti",5
kemarin saya beli barang pembayaran pakai bonus koin dan dana eh sama sistem dibatalin dana dah kembali tapi bonus koin saya 500 ribu belum kembali sudah 2 Minggu tolong kembalikan bonus koin saya..,1
"paket hand over mulu pengiriman jadi lambat, mohon di perbaiki",1
update,3
buggg,1
makasih toko pedia,5
i like,5
muantap sangat membantu,5
disini bnyak yang murah termasuk pods,5
"Kapok belanja di sini,saya kena tipu penjual di sini ,,yg saya gk habis pikir kok bisa ya ini tokopedia membiarkan toko nya masih berjualan padahal sudah jelas ulasan nya jelek banyak kena tipu...satu lagi klwpun ada pengembalian dana harus mengembalikan barang terlebib dahulu tapi merasa di persulit dan tdk bisa di retur alamat penjual juga tdk jelas..hangus sudah uang saya disini ,,buat yg mau belnja disini hati hafi jgn sampai kalian mengalami seperti sya..",1
kok tampilan Aplikasi Tokopedia sekarang berubah.. ngga ada history belanja kita..? wah sepertinya Tokopedia Lagi sekarat nih.. mau tutup juga kayak Lapak sebelah ya.. 😂,1
selama ini cukup bagus 👍,5
bagus,5
Dear Tokopedia. Mohon Tambahkan fitur pemberian rate untuk kurir karena ada beberapa kurir yang tidak memuaskan,5
"saldo tokopedia tidak bisa ditambah,jadi saya beri bintang 2 saja.",2
ok,5
ok mksh banget....,5
"dana saya tidak kembali, pihak Tokopedia tidak bertanggung jawab, padahal saya udah jelas pesan barang salah dan udah komplain, malah dana diteruskan ke penjual. Tokopedia sekarang jadi parah..",1
"Tokopedia Care Mulai Chat dengan TANYA nya tidak ada respon, kirim pesan berkali-kali dikacangin. SAMEDAY jg ENGGA BANGET!!! Estimasi tgl 22 April - 23 April maksimal 18.00 keburu toko tutup dan dilanjut besok, yang artinya jadi tgl 24 April donk",1
"oke sih untuk Tokopedia sekarang cuman banyak saran yang seharusnya di terapkan ke Tokopedia agar tidak kalah keren dengan aplikasi belanja sejenis. Seperti menu Pengembalian Barang ( Berubah Pikiran ), dan Voucher Gratis Ongkir di perbanyak dan saat pakai Voucher Gratis Ongkir bisa pilih pengiriman yang kita mau karena biasanya cuman dapet JNE terus akhirnya pengiriman gak bisa maksimal alias lebih lama dari yang lain",5
di Tokopedia ada Motor fiz r bekasss gak?,5
👍👍👍👍👍,5
ok,5
lokasi pembelian sangat dekat..mudah murah,5
banyak item yg gabisa ditemukan di app mobile tapi di web laptop/pc ada,3
untuk keseluruhan udah bagus,5
"PENJUAL TIDAK BERTANGGUNG JAWAB, KURIR TIDAK BERTANGGUNG JAWAB, TOKOPEDIA TIDAK BISA APA-APA.",1
"update sering tapi performa aplikasi biasa z, malah gonta ganti tampilan menu, gk konsisten",2
nice,5
simpel.. cepat.. puas,5
"Pleace, aktifkan menu blokir penjual / pedagang, pedagang yang gak mau tanggung jawab biar tidak muncul lagi di beranda, biar kita gak salah belanja lagi di toko yang sama",3
"Banyak Toko nakal. Tricknya : Bila anda membeli dg voucher promo. Barang sengaja diberikan seri kualitas lebih rendah, bisa dipakai tapi tidak seusai standard. Total kerugian sama dengan promo. Bila komplain kena dilema, akan ribet, tukar brg ditolak, minta balik kelebihan-cuek,refund kena cas ongkir, rugi waktu, kembali dana lama, dana admin&aplikasi gak kembali. Mesti pesan lagi ditoko lain. Rugi waktu. Ini bukan cuma sekali. Sepertinya sengaja dan tokopedia tutup mata. Pantas hampir bangkrut.",1
pelayanan bagus 👍👍👍🙏,5
"mantap memang Tokopedia suksess.. selalu buat Tokopedia,..",5
"kalau semisal ada pengembalian dana, trus akun nya tutup gimana, tolong solusi dan tanggung jawab nya",1
keren,5
bagus,5
"belanja pampers, dikirim sama seller yang kemasannya udah pudar dan nggak layak.. lalu minta retur dan kembali dana, tapi prosesnya lama bangat sampe berminggu minggu.. nggak kaya sih oren yang cepet.. langsung hapus apk tokped ini mah",1
Fitur kurir rekomendasi jelek banget. Pengiriman selalu bermalasah baik dalam estimasi pengiriman maupun pengaduan masalah pengiriman juga gak membantu.,1
good,5
"min, tolong tambahkan fitur yang membedakan toko kualitas original dan Kw",1
"pelit promo,, lebih baik pakek shopee, uninstall app dulu ya",1
semoga amanah,5
oke,5
"pengalaman terburuk adalah ketika dapat expedisi idexpress, sangat lama dan expedisi terburuk se-Indonesia.",3
"belanjaan saya tiba"" di batalkan sistem gajelas",1
"Ini kenapa saya gak bisa hubungkan akun GoPay ke Tokopedia, katanya Belum Aktifkan GoPay tapi saya sudah aktifkan dan sebelumnya juga terhubung tapi karena saya ganti nomor hp jadi gak kehubung lalu saya hubungkan jadi seperti ini",1
"untuk temen2 kl isi alamat gak usah pakai pinpoint google map. krn otomatis keisi, kadang ketambahan nama kota yg tidak seharusnya. pengalaman paket saya return via JNT gara2 pinpoint google. untuk yg exp. lain masih aman.",4
Jujur dari dulu aku selalu senang sama tokopedia dalam belanja apapun. Suka banget sama tokopedia. Terus lanjutkan tim tokopedia. Kalau bisa buatkan applikasi versi lite nya donk,5
layanan TANYA tolol sekali. costumer service kok dilayani AI.,1
proses retur sangat lama banget,1
poko sangat memuaskan,5
"tolong dong expedisi yg bermasalah ga usah diajak kerjasama, ""paket terlacak sedang meluncur ke lokasi anda,"" tp sdh 3 hari ga sampe-sampe, ngesot kali jalannya?",3
aman dan terpercaya,5
tolong perbaiki kurirnya lama prosesnya,3
kenapa fitur hapus chat malah dinonaktifkan. bikin bingung baca chat yg menumpuk,3
"ko ada sldo refund blm cair yaaa udh 4hari ini gaada kejelasan, mau gabung ke tiktokshop malah jd makin payah",1
Jelek,1
"tolong dong tokoed, penjual penjual nakal segera d tindak, masa order minyak/beras yang dikirim casing, prosesnya berbelit-belit pula",3
paling enak untuk berbelanja di tokped,5
keren,5
sangat membantu nyari alat yg diperlukan,5
👍👍👍,5
ekspe nya jadi jelek kayak ekspedisi gratis ongkir ditoko Oren.. bintang 2 sudah terlalu bagus untuk anda toko hijau,2
sangat membantu,5
bagus,5
untuk toko pedia lebih teliti lagi menerima penjual yg daftar krna masih bnyak penipuan di seller aplikasi ini maaf ini hnya masukan Krn saya sendiri kena tipu oleh seller yg berjualan di toko pedia,1
barang barang yang dijual recomended,5
nice,5
praktis cepat mudah,5
"apk ribet ,banyak syarat, diskon juga jarang",1
sangat memudahkan aktivitas belanja,5
"pelayanan sangat buruk, gk ada CS manusia asli, retur harus bayar sendiri dan manual lagi. ongkos kirim PP tidak diganti pihak Tokopedia. kapok pake aplikasi ini, mending shopee barang tidao sesuai tinggal retur nanti kurir jemput, dana semua dibalikin, udh gitu csnya interaktif.",1
lebih di tingkatkan dalam pelayanan'dan pengiriman,5
gak mau komen dlu deh,4
aplikasinya bagus cepat di pahami,5
bayar listrik lebih mudah terimakasih,5
kasian seller di badutin tokopedia,1
"sekarang jarang kali belanja di tokped. lama lama makin banyak sekali biaya2 tambahan,padahal udh ongkirnya juga mahal2. pada hal dulu-dulu banyak promo. sekerang pun ada promo tapi kayak gk berguna.",2
good,5
"Hati² modus penipuan baru lagi di tokopedia. Kita pesan barang nanti tiba² status di perjalanan barang di kembalikan ke seller tanpa info yang jelas. Trus uang yang di kembalikan ke buyer hanya total biaya barang saja, ongkirnya hangus padahal bukan salah buyer. Saya sudah 3 kali kena dan selalu rugi diongkos kirim yang hangus. Sudah coba hubungi CS Tokopedia tapi responnya luar biasa lama dan tidak memberikan solusi. Entah itu modus kurirnya atau tokopedia, silahkan nilai dan benahi sendiri",1
mantap,5
"tokopedia mau cekout aja ribet ,, toko t4i",1
"""max 400pcs per keranjang"" Baru nambahin 100pcs udh muncul notif gini tambah lagi sekarang dikit2 loading dan terus lelet.",1
oke,5
"jangan beli di aplikasi ini deh asli ngk aman banget, masa iya saya beli dengan nominal 500K . lalu si penjual memasukan resi punya orang lain atau resi punya Shopee.. giliran saya komplain ke Tokopedia ngak ada respon sama sekali .. ini saya ketipu penjual tapi tidak ada respon dari Tokopedia, menghubungi CS pun cuman di bales pake bot .. sesusah ini kah Tokopedia melayani pembeli yang kena masalah karna gara gara penjual nakal ..",1
banyak pilihannya dan meyakinkan,5
Bagus dan aman,5
"Tokopedia ya Allah tega banget ambil uang seller. akun di non aktifkan sepihak, tidak bisa log in.. dana Tdk bisa di teruskan dan akun di non aktifkan sepihak. katanya tokped gk bakal Makan uang seller kaya seperti marketplace yg lain. tau nya sama aja.. lebih kejam tolong kembalikan lagi hak kami.. wahay cs yg Budiman",1
"kolom pencarian tidak bisa digunakan, atau tidak berfungsi tidak seperti sebelumnya.",3
baru pertama kali semoga beruntung akunya 😁😁👍,5
tampilan lebih bagus,5
"dear tokped, sy ajukan komplain ke customer care, tapi tidak ada di respon, tolong ditanggapi yaa, di telpon ke cs juga diarahkan ke chat, tapi chat tidak ada respon, tidak tau antrian atau apa, tidak ada keterangan,",1
toko pedia toko suasahh !!! gk kaya toko oren,2
Respon bantuan yang sangat labil dan mengecewakan saat pengembalian barang cacat. kerjasama antara tokped dengan kurir sangat buruk.,1
"Kenapa sekarang pencarian produk pada toko tidak sesuai ya. Saat mencari produk tertentu, hasil yang muncul semua produk. Tolong di perbaiki. Karena sangat tidak membantu. Terima kasih",2
apk ngeprank trs mau di co malah ilang voucher nya,3
skrg jarang ada promo ongkir gratis ataupun kupon diskount.magnet tdk ada😅. tetangga sebelah tebar magnet discount ongkir,3
"parah banget sekarang tokped pelit gak pernah ngasih voucher apapun lagi, terus lebih parahnya nih aplikasi nutup sepihak akun seller dan ngambil semua uang penjualan yg ada di akun penjual. parah bangett parahh balikin woy uang"" seller",1
"gaada gratis ongkir, disebelah ada padahal.",1
sangat membantu,5
"Tokopedia parah ngambil uang seller, toko di nonaktifkan sepihak gak bisa login di dalam akun seller masih ada saldo dan dana tidak bisa diteruskan☠️☠️☠️☠️😭😭😭😭😭😭😭😭",1
"setelah 3 tahun sering belanja di tokped baru kali ini kecewa, beli barang dari tanggal 7 April 2025 telat datang sampe tanggal 14 April 2025, sudah melewati batas estimasi langsung di retur barangnya. kemudian barang sudah diterima penjual di tanggal 17 April 2025 sampai sekarang blm ada tanggapan untuk pengembalian dana. minta tolong dong di perhatikan lagi untuk penggunaan jasa pengirimannya klo bisa kasih fasilitas rating pengiriman biar ada feedback ke jasa pengirimannya. MENGECEWAKAN",1
saya suka,5
mempermudah belanja,5
mantap,5
sangat membantu pekerjaan saya,5
"search bar di toko useless. apapun keyword yang digunakan, hasil yang ditampilkan adalah SEMUA BARANG yang dijual toko. saya tunggu perbaikannya",1
cepat dan mudah bertransaksi,5
untuk rokok harian,5
jelek amat,1
Pelayanan tokopedia sangat sangat sangat mengecewakan. Tidak seperti dulu.,1
"Search engine tidak berfungsi, bayangkan anda beli di toko yang stok barangnya Ribuan, anda harus cari satu satu itu barang karna di ketik di search engine tidak ngaruh sama sekali.",1
Tokopedia sudah terkenal .top.hebat.masih aj menggangu orang setiap sy buka apl di hp saya seperti Facebok.foto.galeri yg muncul tiba2 cukup lama.,1
ok banget,5
Oke,5
mantap,5
"PAYAH BANGET TOKOPEDIA, RETUR BARANG, YANG DIKEMBALIKAN CUMA UANG PEMBELIAN, SEDANGKAN UANG ONGKIR GAK DIGANTI ( DITANGGUNG PEMNELI ), PADAHAL DI INFORMASINYA ONGKIR AKAN DIGANTI SAAT PROSES RETUR SELESAI, TERNYATA BOHONG. CS TOKPED DICHAT GAK DIBALAS, SAMPAH BANGET GAK KAYAK TOKO OREN",1
gimana nih di chat tokopedia nggak balas aku nggak bisa reddem gift card,1
solusi untuk melengkapi kebutuhan belanja anda,5
"Kurang suka sama cara Tokopedia buat transfer saldo/pembelian barang menggunakan saldo tokped harus verifikasi nomor hp saja. sementara aplikasi belanja lain sudah menerapkan fitur verifikasi menggunakan email, hp, dan fitur wajah scanning dll. semoga bisa di tambahin fitur"" tersebut agar lebih mudah dalam melakukan transaksi dalam aplikasi.",1
Sukses terus mantap,5
"Busedddd tokopedia ngurusin komplain aja lama bangettt.. dibilang maksimal 2 hari kerja akan terselesaikan otomatis, lahhh udah lebih dari 2 hari kerja tp masih blm ada kejelasan.. sumpahhhh shopee dan lazada jauhhh lebih baikkk drpd tokopedianyeddd",1
ok,5
"komplain cs tidak guna, sudah ada di lacak bahwa barang hilang di kurir, masih disuruh nunggu lama. belum lagi menunggu pihak seller mengajukan asuransinya. menu sory dari harga terendah ke tertinggi juga ga ada pengaruh. semakin menurun kualitas tokped. pindah ke olshop lain saja dah",1
